                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     69,                 1.5931,                0.76562,                0.91355,                0.66327,                0.62585,                0.63052,                0.28521,                 1.7788,                0.83216,                0.95341,             0.00025131,             0.00025131,             0.00025131
                     70,                 1.6224,                0.76938,                 0.9122,                0.69742,                0.62137,                0.63985,                0.29524,                 1.7327,                 0.8259,                0.94721,              0.0002437,              0.0002437,              0.0002437
                     71,                 1.6172,                0.76213,                0.90887,                0.69148,                 0.6625,                0.67556,                0.30129,                 1.7879,                0.78744,                0.95747,             0.00023608,             0.00023608,             0.00023608
                     72,                 1.6419,                0.77758,                0.91016,                0.69102,                0.65631,                0.63853,                0.29679,                 1.7094,                 0.7871,                0.94479,             0.00022847,             0.00022847,             0.00022847
                     73,                 1.5773,                0.74976,                0.91424,                0.66575,                0.65719,                0.64115,                0.29902,                 1.7633,                0.87559,                0.95242,             0.00022086,             0.00022086,             0.00022086
                     74,                 1.6018,                0.77448,                0.91121,                0.64555,                0.65228,                 0.6342,                0.29335,                  1.784,                0.84173,                 0.9559,             0.00021324,             0.00021324,             0.00021324
                     75,                  1.589,                0.75835,                0.91505,                0.64344,                0.66922,                0.64033,                0.29671,                 1.7547,                0.88868,                0.95614,             0.00020563,             0.00020563,             0.00020563
                     76,                 1.5726,                0.73737,                0.91188,                  0.677,                0.63065,                0.63025,                0.28973,                 1.8061,                0.94219,                0.95645,             0.00019802,             0.00019802,             0.00019802
                     77,                  1.566,                0.74639,                0.90633,                0.63383,                0.67746,                 0.6511,                0.29462,                 1.7922,                0.86339,                0.95819,              0.0001904,              0.0001904,              0.0001904
                     78,                 1.5774,                0.74158,                0.90693,                0.69223,                0.62593,                0.64913,                0.29817,                 1.7597,                0.78509,                0.95268,             0.00018279,             0.00018279,             0.00018279
                     79,                 1.5811,                0.74953,                0.90668,                0.69032,                0.64304,                0.65284,                0.29738,                 1.7671,                0.79128,                0.95193,             0.00017518,             0.00017518,             0.00017518
                     80,                 1.5949,                0.75377,                0.91057,                0.63301,                0.68238,                0.66025,                0.29588,                 1.8091,                0.89493,                0.95411,             0.00016757,             0.00016757,             0.00016757
                     81,                  1.546,                0.73584,                0.90197,                0.67578,                0.65775,                0.65485,                0.29805,                 1.8075,                0.84305,                0.95746,             0.00015995,             0.00015995,             0.00015995
                     82,                 1.5831,                0.75308,                0.90353,                0.66792,                0.62718,                0.64468,                0.29391,                 1.7868,                0.96173,                0.94993,             0.00015234,             0.00015234,             0.00015234
                     83,                 1.5727,                0.73589,                0.90779,                0.67354,                0.65693,                0.64372,                0.29488,                 1.7674,                0.81628,                0.95415,             0.00014473,             0.00014473,             0.00014473
                     84,                  1.561,                0.73037,                0.90439,                 0.6853,                0.65543,                0.65771,                0.30004,                 1.7688,                0.79895,                0.95492,             0.00013711,             0.00013711,             0.00013711
                     85,                 1.5974,                0.74321,                0.90308,                0.62983,                0.66602,                0.64554,                0.29205,                 1.8379,                 0.9344,                0.96261,              0.0001295,              0.0001295,              0.0001295
                     86,                 1.5709,                0.72428,                0.90534,                0.69728,                 0.6646,                0.67348,                0.30856,                 1.7417,                0.77257,                0.95004,             0.00012189,             0.00012189,             0.00012189
                     87,                 1.5604,                0.72803,                0.90437,                0.64056,                0.65372,                0.63349,                0.27883,                 1.8295,                 1.0136,                0.96159,             0.00011427,             0.00011427,             0.00011427
                     88,                 1.5531,                0.72123,                0.90571,                 0.7463,                0.62507,                0.66728,                0.30075,                  1.759,                0.79805,                0.95139,             0.00010666,             0.00010666,             0.00010666
                     89,                 1.5497,                0.72201,                0.90428,                0.71573,                0.62909,                0.64296,                0.29259,                 1.7716,                0.81519,                0.95346,             9.9047e-05,             9.9047e-05,             9.9047e-05
                     90,                 1.5487,                0.72296,                0.90548,                0.66444,                0.63939,                0.62764,                0.28312,                 1.8037,                 1.0621,                0.95528,             9.1434e-05,             9.1434e-05,             9.1434e-05
                     91,                 1.4766,                0.69944,                0.90032,                0.68855,                0.66498,                0.65907,                0.29945,                 1.7628,                0.80922,                0.95302,             8.3821e-05,             8.3821e-05,             8.3821e-05
                     92,                 1.4765,                 0.6751,                0.90073,                0.66709,                0.64241,                 0.6426,                0.28536,                 1.7864,                0.93121,                0.95691,             7.6208e-05,             7.6208e-05,             7.6208e-05
                     93,                 1.4607,                 0.6695,                0.90363,                0.67935,                0.67415,                 0.6656,                0.29639,                 1.8066,                0.81374,                0.95768,             6.8595e-05,             6.8595e-05,             6.8595e-05
                     94,                 1.4497,                0.65706,                0.90096,                0.66848,                0.66126,                0.65094,                0.29352,                 1.7901,                0.91037,                0.95438,             6.0982e-05,             6.0982e-05,             6.0982e-05
                     95,                  1.441,                0.65734,                0.89637,                0.69918,                0.66723,                0.66677,                0.30093,                  1.761,                0.81412,                0.95171,             5.3369e-05,             5.3369e-05,             5.3369e-05
                     96,                 1.4576,                0.66481,                0.89682,                0.70923,                0.67286,                0.67663,                0.30338,                 1.7474,                0.77536,                0.95027,             4.5756e-05,             4.5756e-05,             4.5756e-05
                     97,                 1.4234,                0.64428,                0.89545,                0.69287,                0.66235,                 0.6646,                0.29953,                  1.775,                0.82665,                0.95236,             3.8142e-05,             3.8142e-05,             3.8142e-05
                     98,                 1.4216,                0.64907,                0.89726,                0.69167,                 0.6821,                0.67002,                 0.2996,                 1.7757,                0.81248,                0.95229,             3.0529e-05,             3.0529e-05,             3.0529e-05
                     99,                 1.4266,                0.64597,                0.89239,                0.70308,                0.67415,                0.67665,                0.30367,                 1.7589,                0.77373,                0.95092,             2.2916e-05,             2.2916e-05,             2.2916e-05
                    100,                 1.4233,                0.64257,                0.89389,                 0.6979,                0.67533,                0.67685,                0.30524,                 1.7624,                 0.7906,                0.95101,             1.5303e-05,             1.5303e-05,             1.5303e-05
