                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.4401,                 4.4802,                  1.258,                0.00761,                0.00655,                0.00625,                0.00319,                 2.2296,                 4.3908,                 1.0335,             0.00016149,             0.00016149,             0.00016149
                      2,                 2.3007,                 3.4429,                  1.067,                0.01904,                0.12522,                0.05867,                0.02392,                 2.2958,                 3.7566,                 1.0143,             0.00032958,             0.00032958,             0.00032958
                      3,                 2.3161,                 2.5615,                 1.0247,                0.51829,                0.17294,                0.18488,                0.07585,                 2.1362,                 3.1964,                 1.0088,             0.00049655,             0.00049655,             0.00049655
                      4,                 2.2288,                  1.804,                 1.0036,                 0.5669,                0.29699,                0.31798,                0.13329,                 2.1113,                 2.3106,                 1.0098,             0.00066241,             0.00066241,             0.00066241
                      5,                  2.173,                 1.4314,                0.99494,                0.52086,                0.33861,                0.32444,                0.15089,                 2.1527,                  1.834,                 1.0079,             0.00075885,             0.00075885,             0.00075885
                      6,                 2.0755,                 1.2508,                0.98773,                0.52365,                0.42707,                 0.3734,                0.16374,                 1.9632,                 1.7023,                0.97667,             0.00075631,             0.00075631,             0.00075631
                      7,                 2.0254,                 1.1652,                0.97717,                0.48738,                 0.4607,                0.38595,                0.17562,                 2.0408,                 1.6337,                0.98843,             0.00075377,             0.00075377,             0.00075377
                      8,                 1.9909,                 1.1437,                0.97986,                0.51427,                0.43205,                0.42506,                0.19116,                 1.9858,                 1.1876,                0.98624,             0.00075124,             0.00075124,             0.00075124
                      9,                 1.9605,                 1.0966,                0.98102,                0.54545,                0.43364,                0.42004,                0.18939,                 1.8624,                 1.2787,                0.97074,              0.0007487,              0.0007487,              0.0007487
                     10,                 1.9594,                 1.0598,                0.96773,                0.45181,                0.52707,                0.43779,                0.19791,                 1.8465,                 1.4705,                0.95334,             0.00074616,             0.00074616,             0.00074616
                     11,                 1.8958,                 1.0224,                0.96023,                0.53954,                 0.4923,                0.49547,                0.23222,                 1.8954,                 1.4078,                0.96302,             0.00074362,             0.00074362,             0.00074362
                     12,                 1.9149,                 1.0305,                0.96414,                0.56094,                0.56559,                0.56125,                0.24967,                 1.8736,                 1.1724,                0.96907,             0.00074109,             0.00074109,             0.00074109
                     13,                 1.8822,                0.98691,                 0.9632,                0.59844,                0.53128,                 0.5269,                0.23177,                 1.9592,                 1.0095,                0.97654,             0.00073855,             0.00073855,             0.00073855
                     14,                 1.8689,                0.98461,                0.95839,                0.64052,                 0.5597,                0.56897,                0.25134,                 1.7828,                0.90515,                0.95321,             0.00073601,             0.00073601,             0.00073601
                     15,                 1.8391,                0.97148,                0.95779,                0.57235,                0.56894,                0.56134,                0.27024,                 1.8749,                 1.0241,                0.96302,             0.00073347,             0.00073347,             0.00073347
                     16,                 1.8699,                0.96475,                0.95576,                0.56561,                0.53727,                0.51652,                0.22434,                  1.876,                 1.2555,                0.96436,             0.00073093,             0.00073093,             0.00073093
                     17,                  1.826,                 0.9692,                0.95542,                0.56826,                0.58564,                0.57028,                0.25166,                 1.9428,                 1.0885,                0.97224,              0.0007284,              0.0007284,              0.0007284
                     18,                 1.8236,                0.96166,                0.95046,                0.68052,                0.54264,                0.57519,                0.27249,                 1.8506,                0.91395,                0.96894,             0.00072586,             0.00072586,             0.00072586
                     19,                 1.7754,                0.93621,                0.95036,                0.61229,                 0.5687,                0.56084,                0.25969,                 1.8287,                0.96782,                0.96482,             0.00072332,             0.00072332,             0.00072332
                     20,                 1.8251,                0.94702,                0.94739,                0.56674,                0.54361,                0.55496,                0.25299,                 1.9648,                0.96194,                0.97806,             0.00072078,             0.00072078,             0.00072078
                     21,                 1.8233,                0.94492,                0.95207,                0.60068,                0.55879,                0.56314,                0.24964,                  1.987,                0.91412,                0.98055,             0.00071825,             0.00071825,             0.00071825
                     22,                 1.7765,                0.92312,                0.94808,                 0.5637,                   0.53,                0.53472,                0.23627,                 1.8855,                 1.2592,                0.96375,             0.00071571,             0.00071571,             0.00071571
                     23,                 1.7734,                0.91044,                 0.9415,                0.65834,                0.54377,                0.57257,                0.24913,                 2.0455,                0.97151,                0.99265,             0.00071317,             0.00071317,             0.00071317
                     24,                 1.7908,                0.93984,                0.94979,                0.62732,                0.53496,                0.54794,                0.22823,                 1.9808,                0.97839,                0.96934,             0.00071063,             0.00071063,             0.00071063
                     25,                 1.7848,                0.92931,                0.94722,                0.56426,                 0.5731,                 0.5614,                0.25805,                 1.7798,                 1.2889,                0.94483,              0.0007081,              0.0007081,              0.0007081
                     26,                 1.7729,                 0.9137,                0.94209,                0.61391,                 0.5812,                0.58307,                0.26718,                 1.7761,                 1.0198,                 0.9479,             0.00070556,             0.00070556,             0.00070556
                     27,                 1.7703,                0.91206,                0.94158,                0.57348,                 0.6082,                0.58076,                0.26744,                 1.8891,                 1.0497,                 0.9724,             0.00070302,             0.00070302,             0.00070302
                     28,                 1.7579,                0.89874,                0.94465,                0.57487,                0.57764,                0.56535,                0.24251,                 2.0705,                0.98182,                0.99203,             0.00070048,             0.00070048,             0.00070048
                     29,                 1.7803,                0.89883,                0.94348,                0.64563,                0.57392,                0.59058,                0.26825,                 1.9404,                0.94007,                0.98216,             0.00069794,             0.00069794,             0.00069794
                     30,                 1.7597,                0.88659,                0.93677,                0.68288,                0.59186,                0.62986,                0.30051,                 1.8244,                0.85931,                0.95995,             0.00069541,             0.00069541,             0.00069541
                     31,                 1.7239,                0.87142,                0.93576,                0.59975,                0.62375,                0.60447,                0.27826,                 1.8361,                0.93922,                0.96153,             0.00069287,             0.00069287,             0.00069287
                     32,                 1.7176,                0.86647,                0.93821,                0.58066,                0.56916,                0.56786,                 0.2615,                 1.9614,                  1.515,                0.97563,             0.00069033,             0.00069033,             0.00069033
                     33,                 1.7277,                0.86236,                0.93509,                0.59721,                0.60293,                0.58641,                0.27119,                 1.9527,                 1.0917,                0.98439,             0.00068779,             0.00068779,             0.00068779
                     34,                 1.7412,                0.88102,                0.93711,                0.61827,                  0.593,                 0.5914,                0.26135,                 1.9067,                0.95392,                0.97286,             0.00068526,             0.00068526,             0.00068526
                     35,                 1.7301,                0.85878,                0.93594,                0.66396,                0.59939,                0.59718,                0.26774,                 1.8377,                0.83727,                0.96513,             0.00068272,             0.00068272,             0.00068272
                     36,                 1.7444,                0.86942,                0.93117,                0.54963,                0.63299,                0.58017,                0.26739,                 1.8086,                  1.115,                0.95026,             0.00068018,             0.00068018,             0.00068018
                     37,                 1.6974,                 0.8468,                0.93045,                0.59195,                0.60764,                0.60409,                0.26729,                 1.7951,                0.92767,                0.95302,             0.00067764,             0.00067764,             0.00067764
                     38,                 1.7256,                 0.8529,                0.93197,                0.64306,                0.60077,                0.61279,                0.25972,                 1.9618,                0.89969,                0.97576,             0.00067511,             0.00067511,             0.00067511
                     39,                 1.7132,                0.84941,                0.93051,                0.57718,                0.63534,                0.59552,                0.25514,                 1.9813,                 1.0884,                0.97576,             0.00067257,             0.00067257,             0.00067257
                     40,                 1.7067,                0.84498,                0.92933,                  0.625,                0.65603,                0.64083,                0.28716,                 1.7649,                0.89303,                0.95046,             0.00067003,             0.00067003,             0.00067003
                     41,                 1.7429,                 0.8605,                0.93147,                0.56497,                0.62356,                0.59745,                0.27815,                 1.8181,                  1.213,                0.96337,             0.00066749,             0.00066749,             0.00066749
                     42,                 1.7013,                0.84765,                 0.9281,                0.59461,                0.61384,                0.58883,                0.26572,                 1.8223,                 1.2605,                0.95431,             0.00066495,             0.00066495,             0.00066495
                     43,                 1.6902,                0.84794,                0.93212,                0.64514,                0.62891,                0.63526,                0.28891,                 1.7681,                0.98547,                0.94739,             0.00066242,             0.00066242,             0.00066242
                     44,                 1.7281,                0.85099,                0.92884,                0.62203,                0.58918,                0.58464,                0.25071,                 1.8897,                0.94901,                0.96809,             0.00065988,             0.00065988,             0.00065988
                     45,                  1.699,                0.85658,                0.93363,                0.64517,                0.62762,                0.63112,                0.28627,                 1.8066,                0.81581,                0.95093,             0.00065734,             0.00065734,             0.00065734
                     46,                 1.6778,                0.82297,                0.92424,                0.66539,                0.59564,                0.60813,                 0.2875,                 1.7659,                  1.169,                0.94935,              0.0006548,              0.0006548,              0.0006548
                     47,                 1.6936,                0.83657,                0.92691,                0.57733,                0.62128,                0.56563,                0.25182,                 1.8133,                 1.0655,                 0.9547,             0.00065227,             0.00065227,             0.00065227
                     48,                 1.7036,                0.82168,                0.92438,                 0.6752,                0.57592,                0.59945,                0.27522,                 1.8595,                 1.0349,                 0.9642,             0.00064973,             0.00064973,             0.00064973
                     49,                 1.6799,                 0.8265,                0.92616,                0.65887,                0.60545,                0.62727,                0.27789,                 1.8962,                0.86915,                0.96804,             0.00064719,             0.00064719,             0.00064719
                     50,                 1.6715,                0.82096,                0.92243,                0.65344,                0.50047,                   0.55,                0.24278,                  1.915,                0.88331,                0.97198,             0.00064465,             0.00064465,             0.00064465
                     51,                 1.6679,                0.81072,                0.92469,                0.65461,                0.57727,                0.59977,                0.26415,                  1.806,                0.87854,                0.97033,             0.00064212,             0.00064212,             0.00064212
                     52,                 1.6818,                0.82895,                0.93229,                0.69119,                0.59626,                0.62971,                0.27892,                 1.8516,                0.91799,                0.95808,             0.00063958,             0.00063958,             0.00063958
                     53,                 1.6506,                0.81235,                0.92355,                0.57334,                0.61118,                0.58092,                0.23113,                 2.1846,                 1.3432,                 1.0026,             0.00063704,             0.00063704,             0.00063704
                     54,                 1.6733,                0.81852,                0.92575,                 0.6467,                0.61146,                0.61797,                0.27404,                 1.7614,                0.90549,                0.94923,              0.0006345,              0.0006345,              0.0006345
                     55,                  1.631,                0.79843,                0.92384,                0.61186,                0.57483,                0.60076,                0.26761,                 1.8837,                0.95928,                0.97355,             0.00063196,             0.00063196,             0.00063196
                     56,                 1.6574,                0.78943,                0.92337,                0.66884,                0.59659,                0.62857,                0.28745,                 1.7569,                0.86543,                0.94618,             0.00062943,             0.00062943,             0.00062943
                     57,                 1.6507,                0.80416,                0.92609,                0.66313,                 0.5804,                0.60705,                0.28503,                 1.7358,                0.81625,                0.94723,             0.00062689,             0.00062689,             0.00062689
                     58,                 1.6582,                0.79231,                0.91996,                 0.6571,                0.61263,                0.61722,                0.27913,                 1.7487,                0.83936,                0.94621,             0.00062435,             0.00062435,             0.00062435
                     59,                  1.672,                0.79087,                0.92074,                0.65708,                0.61519,                0.62761,                0.28054,                 1.9112,                0.89655,                0.97808,             0.00062181,             0.00062181,             0.00062181
                     60,                 1.6564,                0.78794,                0.92326,                0.65266,                0.60786,                0.61524,                0.27724,                 1.8244,                 1.2038,                0.96375,             0.00061928,             0.00061928,             0.00061928
                     61,                 1.6397,                0.78419,                0.92261,                0.66246,                0.60257,                0.59058,                0.26138,                 1.8898,                0.87348,                0.97075,             0.00061674,             0.00061674,             0.00061674
                     62,                 1.6501,                0.78945,                0.91945,                0.61201,                0.62153,                0.62859,                0.27031,                 1.8832,                0.91842,                0.96448,              0.0006142,              0.0006142,              0.0006142
                     63,                 1.6226,                0.78173,                 0.9197,                0.65181,                0.58885,                0.60558,                 0.2727,                 1.7971,                 0.9554,                0.95366,             0.00061166,             0.00061166,             0.00061166
                     64,                 1.6213,                0.78362,                0.91783,                0.62867,                0.64102,                0.62015,                0.27602,                 1.7392,                0.86741,                0.95244,             0.00060912,             0.00060912,             0.00060912
                     65,                 1.6003,                 0.7691,                0.91419,                0.60775,                0.61197,                0.60629,                0.25869,                  1.971,                0.93088,                0.98633,             0.00060659,             0.00060659,             0.00060659
                     66,                 1.6413,                 0.7878,                0.91552,                0.59183,                0.61241,                0.59002,                0.25121,                 1.9928,                 1.3051,                0.97398,             0.00060405,             0.00060405,             0.00060405
                     67,                 1.6179,                0.77954,                0.91794,                0.66234,                0.61697,                0.63742,                 0.2909,                 1.6976,                 0.8748,                0.94792,             0.00060151,             0.00060151,             0.00060151
                     68,                 1.6443,                0.77154,                0.91118,                0.65609,                0.63214,                0.62118,                0.27074,                 1.7629,                 0.8505,                0.95873,             0.00059897,             0.00059897,             0.00059897
                     69,                 1.5979,                 0.7598,                0.91558,                0.66876,                0.61173,                0.62402,                0.27621,                 1.8301,                0.86329,                0.96222,             0.00059644,             0.00059644,             0.00059644
                     70,                  1.611,                0.77168,                0.91383,                0.61202,                0.61943,                0.60734,                0.27095,                 1.7927,                0.87478,                0.95547,              0.0005939,              0.0005939,              0.0005939
                     71,                 1.6087,                0.76509,                0.91547,                0.64476,                0.63244,                0.62234,                0.28197,                 1.6974,                0.83534,                0.95115,             0.00059136,             0.00059136,             0.00059136
                     72,                 1.6051,                0.76685,                0.91566,                0.68774,                0.61272,                0.65603,                0.28311,                  1.944,                0.81018,                0.98098,             0.00058882,             0.00058882,             0.00058882
                     73,                 1.6011,                0.75988,                0.91487,                0.65049,                0.62494,                0.61857,                0.27665,                 1.7918,                 0.8876,                0.95959,             0.00058629,             0.00058629,             0.00058629
                     74,                  1.642,                0.76754,                0.91797,                0.60092,                0.62388,                0.57782,                0.25743,                 1.8359,                 1.1215,                0.96368,             0.00058375,             0.00058375,             0.00058375
                     75,                   1.62,                0.76114,                 0.9226,                0.68674,                0.65393,                0.65688,                 0.2962,                 1.6629,                0.80004,                0.93731,             0.00058121,             0.00058121,             0.00058121
                     76,                 1.5912,                0.75017,                0.91476,                0.62775,                0.63053,                0.61564,                0.28172,                 1.8083,                 1.0277,                0.95917,             0.00057867,             0.00057867,             0.00057867
