                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                 1.5591,                 0.8795,                 1.1773,                0.76404,                0.68144,                0.73301,                0.34708,                 1.7598,                 1.0399,                 1.3147,             0.00037312,             0.00037312,             0.00037312
                     28,                 1.5634,                0.87711,                 1.1739,                0.71867,                0.71887,                 0.7385,                0.35251,                 1.7948,                 1.0507,                 1.3341,             0.00035789,             0.00035789,             0.00035789
                     29,                 1.5594,                0.86599,                 1.1704,                0.69786,                0.74178,                0.73093,                0.34012,                  1.798,                  1.023,                 1.3331,             0.00034267,             0.00034267,             0.00034267
                     30,                 1.5417,                0.84777,                  1.164,                0.74048,                0.69298,                0.73102,                0.34812,                 1.8019,                 1.0049,                 1.3392,             0.00032744,             0.00032744,             0.00032744
                     31,                 1.5315,                0.83776,                 1.1647,                0.71379,                0.73118,                0.74174,                0.35841,                  1.766,                 1.0484,                 1.3198,             0.00031221,             0.00031221,             0.00031221
                     32,                 1.5262,                0.83832,                 1.1618,                  0.701,                0.70951,                0.72294,                0.33718,                 1.7986,                 1.1036,                 1.3237,             0.00029699,             0.00029699,             0.00029699
                     33,                 1.5109,                0.82364,                 1.1517,                0.69525,                0.71478,                0.71034,                0.33873,                 1.7957,                 1.1156,                 1.3389,             0.00028176,             0.00028176,             0.00028176
                     34,                 1.5124,                 0.8236,                 1.1555,                0.70933,                0.71389,                0.72576,                0.33604,                  1.807,                 1.0667,                 1.3425,             0.00026654,             0.00026654,             0.00026654
                     35,                 1.5165,                  0.815,                 1.1481,                0.72178,                0.69521,                0.71865,                0.33911,                 1.8332,                 1.1008,                 1.3629,             0.00025131,             0.00025131,             0.00025131
                     36,                 1.5043,                0.80925,                 1.1469,                0.73746,                 0.7004,                0.75168,                 0.3638,                 1.7913,                0.98733,                 1.3453,             0.00023608,             0.00023608,             0.00023608
                     37,                 1.5039,                0.79386,                  1.137,                0.75094,                0.70837,                0.74782,                0.35073,                 1.7954,                0.97755,                 1.3416,             0.00022086,             0.00022086,             0.00022086
                     38,                 1.4707,                0.77704,                  1.133,                0.73858,                0.70251,                0.70692,                0.34123,                 1.7764,                  1.046,                 1.3334,             0.00020563,             0.00020563,             0.00020563
                     39,                 1.4789,                0.77815,                 1.1363,                0.74358,                0.66476,                0.71245,                0.34219,                 1.8025,                 1.0956,                 1.3547,              0.0001904,              0.0001904,              0.0001904
                     40,                 1.4606,                0.76501,                 1.1321,                0.72948,                0.69474,                0.72369,                0.34714,                  1.808,                 1.0355,                 1.3565,             0.00017518,             0.00017518,             0.00017518
                     41,                  1.457,                0.74953,                 1.1449,                0.71894,                0.70318,                0.71279,                 0.3354,                 1.8483,                 1.1018,                 1.3816,             0.00015995,             0.00015995,             0.00015995
                     42,                 1.4527,                0.74758,                 1.1464,                0.69144,                0.71226,                0.70805,                0.34037,                 1.7942,                 1.0783,                 1.3471,             0.00014473,             0.00014473,             0.00014473
                     43,                 1.4351,                0.73574,                 1.1469,                0.69498,                 0.6943,                0.69623,                0.33209,                 1.8119,                 1.1032,                 1.3616,              0.0001295,              0.0001295,              0.0001295
                     44,                 1.4202,                0.71005,                 1.1376,                0.71791,                0.70145,                0.70851,                  0.341,                  1.829,                 1.0517,                 1.3675,             0.00011427,             0.00011427,             0.00011427
                     45,                 1.4044,                0.69746,                 1.1242,                0.71843,                0.69261,                0.70635,                0.33356,                 1.8434,                 1.0385,                 1.3777,             9.9047e-05,             9.9047e-05,             9.9047e-05
                     46,                 1.3985,                0.69364,                 1.1201,                 0.6836,                0.69832,                0.70258,                0.33722,                 1.8499,                 1.0899,                 1.3822,             8.3821e-05,             8.3821e-05,             8.3821e-05
                     47,                 1.4015,                0.69355,                 1.1168,                0.73908,                0.67868,                0.71756,                0.34128,                 1.8333,                 1.0218,                 1.3735,             6.8595e-05,             6.8595e-05,             6.8595e-05
                     48,                 1.3833,                0.68074,                 1.1074,                0.71472,                 0.6934,                0.69512,                0.32946,                 1.8404,                 1.0803,                 1.3817,             5.3369e-05,             5.3369e-05,             5.3369e-05
                     49,                 1.3798,                0.68062,                 1.1095,                0.71493,                0.68946,                0.69819,                 0.3289,                 1.8472,                 1.0806,                 1.3839,             3.8142e-05,             3.8142e-05,             3.8142e-05
                     50,                 1.3682,                0.67617,                 1.1036,                0.70757,                0.68236,                 0.6964,                0.33196,                 1.8487,                 1.0921,                  1.387,             2.2916e-05,             2.2916e-05,             2.2916e-05
