                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     32,                 1.7267,                0.86112,                 0.9345,                0.59378,                0.58408,                0.56979,                0.25953,                 1.8008,                0.95527,                0.95655,             0.00029699,             0.00029699,             0.00029699
                     33,                 1.7047,                0.85758,                 0.9305,                0.61669,                0.62025,                0.59231,                0.26664,                 1.8072,                 0.8871,                0.95802,             0.00028176,             0.00028176,             0.00028176
                     34,                 1.7046,                0.85136,                0.93127,                0.64062,                 0.6096,                0.60421,                0.27749,                 1.7722,                0.85912,                0.95411,             0.00026654,             0.00026654,             0.00026654
                     35,                 1.6806,                0.84684,                0.92623,                0.65072,                0.60145,                0.62532,                0.29504,                  1.786,                0.85867,                 0.9499,             0.00025131,             0.00025131,             0.00025131
                     36,                    1.7,                0.85364,                0.92358,                0.66488,                0.63347,                0.62303,                0.28623,                 1.7442,                0.88931,                0.94794,             0.00023608,             0.00023608,             0.00023608
                     37,                  1.711,                0.84578,                0.92702,                0.65949,                0.60499,                0.60218,                0.26813,                 1.8002,                0.86988,                0.95409,             0.00022086,             0.00022086,             0.00022086
                     38,                 1.6693,                0.84276,                0.92537,                0.65632,                0.60115,                0.62281,                0.28462,                 1.7454,                 0.8196,                0.95119,             0.00020563,             0.00020563,             0.00020563
                     39,                 1.6689,                0.82535,                0.92715,                0.65048,                0.59505,                0.60287,                0.27659,                 1.7775,                0.87369,                0.95151,              0.0001904,              0.0001904,              0.0001904
                     40,                 1.6519,                0.82231,                0.92581,                0.71292,                 0.6111,                0.62892,                0.28519,                 1.7956,                0.81645,                 0.9563,             0.00017518,             0.00017518,             0.00017518
                     41,                 1.6227,                0.81011,                0.92867,                0.66778,                0.61577,                0.63323,                0.28091,                 1.7936,                0.91684,                0.95287,             0.00015995,             0.00015995,             0.00015995
                     42,                 1.5999,                0.77597,                0.93174,                0.71639,                0.58612,                0.62821,                0.27644,                 1.8339,                0.87619,                0.95914,             0.00014473,             0.00014473,             0.00014473
                     43,                 1.5955,                0.77136,                0.92642,                0.71006,                 0.5946,                0.62599,                0.28471,                   1.77,                0.80833,                0.95246,              0.0001295,              0.0001295,              0.0001295
                     44,                 1.5802,                0.75203,                0.92332,                0.67861,                0.61851,                0.63908,                0.28915,                  1.757,                0.91597,                0.95036,             0.00011427,             0.00011427,             0.00011427
                     45,                  1.581,                0.74668,                0.91923,                0.71881,                0.61717,                0.64795,                0.28972,                 1.7911,                0.81022,                0.95475,             9.9047e-05,             9.9047e-05,             9.9047e-05
                     46,                 1.5491,                0.73279,                0.91769,                0.67914,                0.64233,                0.65926,                0.29698,                 1.7936,                0.89087,                0.95357,             8.3821e-05,             8.3821e-05,             8.3821e-05
                     47,                 1.5458,                0.73704,                 0.9125,                0.69308,                0.63729,                0.66144,                0.30188,                 1.7559,                0.79616,                0.94963,             6.8595e-05,             6.8595e-05,             6.8595e-05
                     48,                 1.5636,                0.74556,                0.91337,                0.65922,                0.63271,                0.63743,                0.28579,                 1.7927,                0.84367,                0.95352,             5.3369e-05,             5.3369e-05,             5.3369e-05
                     49,                 1.5389,                0.72384,                0.91322,                0.68144,                0.63757,                0.64181,                0.28716,                 1.7678,                0.79306,                0.95005,             3.8142e-05,             3.8142e-05,             3.8142e-05
                     50,                 1.5386,                 0.7271,                0.91177,                0.69736,                0.61413,                0.63901,                0.28851,                 1.7853,                   0.81,                0.95228,             2.2916e-05,             2.2916e-05,             2.2916e-05
