                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     26,                 1.4273,                0.71727,                 1.1183,                0.74322,                0.72077,                0.72849,                0.34036,                 1.8815,                0.95927,                 1.4073,             0.00038835,             0.00038835,             0.00038835
                     27,                 1.4242,                0.70535,                 1.1061,                0.69794,                0.73024,                0.72046,                0.33878,                 1.8432,                 1.0316,                 1.3918,             0.00037312,             0.00037312,             0.00037312
                     28,                 1.3897,                0.69095,                 1.1056,                0.71932,                0.69396,                0.68801,                 0.3199,                 1.8443,                 1.1373,                 1.3819,             0.00035789,             0.00035789,             0.00035789
                     29,                 1.4028,                0.68871,                 1.0992,                 0.7714,                 0.7256,                0.74145,                0.34506,                 1.8389,                0.91405,                 1.3862,             0.00034267,             0.00034267,             0.00034267
                     30,                 1.3939,                0.68054,                 1.0927,                0.75281,                0.71334,                0.73394,                0.34783,                 1.8775,                0.94776,                 1.4101,             0.00032744,             0.00032744,             0.00032744
                     31,                 1.3619,                0.66836,                 1.0916,                0.71573,                0.66244,                0.69599,                0.32929,                 1.8795,                 1.1678,                 1.4189,             0.00031221,             0.00031221,             0.00031221
                     32,                 1.3554,                0.66055,                 1.0868,                0.72973,                0.67427,                0.71548,                0.33655,                 1.8661,                 1.0513,                 1.3991,             0.00029699,             0.00029699,             0.00029699
                     33,                 1.3326,                0.65242,                 1.0771,                0.73285,                 0.7223,                0.72921,                0.34186,                 1.8998,                 1.0344,                 1.4492,             0.00028176,             0.00028176,             0.00028176
                     34,                 1.3351,                0.65351,                 1.0766,                0.72815,                0.70553,                0.71321,                0.33493,                  1.847,                  1.109,                 1.4081,             0.00026654,             0.00026654,             0.00026654
                     35,                 1.3333,                0.64574,                 1.0721,                0.73282,                0.67487,                0.71385,                0.32589,                 1.9201,                 1.1992,                 1.4655,             0.00025131,             0.00025131,             0.00025131
                     36,                 1.2931,                0.62894,                 1.0684,                0.70786,                0.70492,                0.69452,                0.32372,                   1.91,                 1.1581,                 1.4615,             0.00023608,             0.00023608,             0.00023608
                     37,                 1.3033,                0.63031,                 1.0626,                0.71446,                0.69603,                0.69038,                0.32159,                 1.8935,                 1.0338,                 1.4467,             0.00022086,             0.00022086,             0.00022086
                     38,                  1.279,                0.61661,                 1.0605,                0.71312,                0.70155,                0.72108,                0.34102,                 1.9004,                 1.0617,                 1.4535,             0.00020563,             0.00020563,             0.00020563
                     39,                 1.2911,                0.62306,                 1.0616,                 0.7471,                0.68557,                0.70505,                0.32624,                 1.9423,                 1.0473,                 1.4851,              0.0001904,              0.0001904,              0.0001904
                     40,                 1.2783,                0.61441,                 1.0557,                0.74493,                0.70109,                0.71808,                0.33973,                 1.9241,                0.95829,                 1.4657,             0.00017518,             0.00017518,             0.00017518
                     41,                 1.2599,                0.58644,                 1.0621,                0.74416,                0.70684,                0.71287,                0.33025,                 1.9087,                0.93523,                 1.4793,             0.00015995,             0.00015995,             0.00015995
                     42,                 1.2325,                0.56969,                 1.0496,                 0.6959,                0.74057,                0.71196,                0.33276,                 1.9164,                 1.0088,                 1.4906,             0.00014473,             0.00014473,             0.00014473
                     43,                 1.2241,                0.56636,                 1.0497,                0.70615,                0.71076,                0.70218,                0.32769,                 1.9388,                 1.0124,                 1.5041,              0.0001295,              0.0001295,              0.0001295
                     44,                 1.1944,                0.55401,                 1.0402,                0.73378,                0.69186,                0.69708,                0.32148,                 1.9183,                0.98529,                  1.485,             0.00011427,             0.00011427,             0.00011427
                     45,                  1.192,                0.55149,                 1.0326,                0.71454,                 0.7014,                0.70933,                0.32642,                 1.9551,                 1.0929,                 1.5219,             9.9047e-05,             9.9047e-05,             9.9047e-05
                     46,                 1.1743,                0.54369,                  1.022,                0.74589,                 0.6784,                0.70818,                0.32793,                 1.9397,                0.98275,                 1.5112,             8.3821e-05,             8.3821e-05,             8.3821e-05
                     47,                 1.1749,                0.54122,                 1.0314,                0.70601,                0.70044,                0.69733,                0.32367,                 1.9388,                 0.9997,                 1.5143,             6.8595e-05,             6.8595e-05,             6.8595e-05
                     48,                 1.1677,                 0.5414,                 1.0203,                0.74206,                0.70882,                0.71485,                0.33011,                 1.9225,                0.95067,                 1.4909,             5.3369e-05,             5.3369e-05,             5.3369e-05
                     49,                 1.1468,                0.53427,                 1.0207,                0.74077,                0.70349,                0.71815,                0.33111,                 1.9194,                0.96302,                 1.4914,             3.8142e-05,             3.8142e-05,             3.8142e-05
                     50,                 1.1498,                0.53292,                 1.0222,                0.75282,                0.68936,                0.71244,                0.33093,                 1.9303,                0.96748,                 1.5072,             2.2916e-05,             2.2916e-05,             2.2916e-05
